SeqId,BubbleSortNComp,BubbleSortTns,HeapSortNComp,HeapSortTns,
seq_400_3,79800,815065,4126,70105,
seq_400_4,79800,801652,4110,71005,
seq_400_5,79800,802956,4145,69777,
seq_400_6,79800,1280340,4136,345452,
seq_400_7,79800,1218405,4119,136043,
seq_400_8,79800,917407,4142,129072,
seq_400_9,79800,1260565,4110,82756,
seq_400_10,79800,1283238,4167,225435,
seq_400_11,79800,1347178,4120,207757,
seq_400_12,79800,1294012,4125,290554,
seq_400_13,79800,1140020,4115,85244,
seq_400_14,79800,857909,4114,74289,
seq_400_15,79800,840941,4133,73490,
seq_400_16,79800,1485941,4129,130933,
seq_400_17,79800,1253758,4141,129220,
seq_400_18,79800,962009,4107,75651,
seq_400_19,79800,881080,4140,83887,
seq_400_20,79800,2403182,4083,189818,
seq_400_21,79800,1348538,4121,139342,
seq_400_22,79800,1394066,4086,132121,
seq_400_23,79800,831603,4143,110530,
seq_400_24,79800,1347806,4129,135560,
seq_400_25,79800,846326,4103,138308,
seq_400_26,79800,1813476,4136,80339,
seq_400_27,79800,880848,4159,74228,
seq_400_28,79800,816123,4120,101327,
seq_400_29,79800,1409013,4116,132452,
seq_400_30,79800,834105,4132,73644,
seq_400_31,79800,1538522,4140,211183,
seq_400_32,79800,1636454,4110,74505,
seq_400_33,79800,1559579,4096,144842,
seq_400_34,79800,1136930,4139,133567,
seq_400_35,79800,930137,4147,75124,
seq_400_36,79800,923802,4142,128947,
seq_400_37,79800,1365919,4143,208484,
seq_400_38,79800,850102,4126,80705,
seq_400_39,79800,952320,4172,76113,
seq_400_40,79800,934859,4142,75963,
seq_400_41,79800,2448589,4160,78079,
seq_400_42,79800,1139170,4120,126059,
seq_400_43,79800,1343200,4132,130258,
seq_400_44,79800,1012758,4130,74659,
seq_400_45,79800,869697,4155,127919,
seq_400_46,79800,1279145,4138,138623,
seq_400_47,79800,1438829,4155,364697,
seq_400_48,79800,1281829,4109,141757,
seq_400_49,79800,1311363,4120,122976,
seq_400_50,79800,1140285,4148,75499,
seq_400_51,79800,1205401,4130,172259,
seq_400_52,79800,2483678,4136,591204,
seq_400_53,79800,1356212,4070,125251,
seq_400_54,79800,1933113,4082,140754,
seq_400_55,79800,1337732,4139,135262,
seq_400_56,79800,2015496,4107,213370,
seq_400_57,79800,1388415,4136,135193,
seq_400_58,79800,1339251,4138,145733,
seq_400_59,79800,3462995,4142,136572,
seq_400_60,79800,1341005,4121,144548,
seq_400_61,79800,895356,4121,74360,
seq_400_62,79800,830514,4150,73644,
seq_400_63,79800,1608130,4133,474435,
seq_400_64,79800,971582,4129,107915,
seq_400_65,79800,1017256,4168,88116,
seq_400_66,79800,845449,4123,81643,
seq_400_67,79800,1618775,4098,146045,
seq_400_68,79800,803408,4150,74589,
seq_400_69,79800,930276,4127,74056,
seq_400_70,79800,774332,4145,74130,
seq_400_71,79800,1181646,4167,111506,
seq_400_72,79800,2643427,4143,303283,
seq_400_73,79800,644080,4138,72355,
seq_400_74,79800,643722,4158,64012,
seq_400_75,79800,1082505,4144,109082,
seq_400_76,79800,2559803,4138,113034,
seq_400_77,79800,609425,4105,62416,
seq_400_78,79800,604784,4126,62363,
seq_400_79,79800,635662,4122,62936,
seq_400_80,79800,11813794,4152,103346,
seq_400_81,79800,920771,4141,107948,
seq_400_82,79800,893503,4165,74826,
seq_400_83,79800,766389,4115,63981,
seq_400_84,79800,644319,4178,63709,
seq_400_85,79800,1628523,4140,144585,
seq_400_86,79800,812136,4130,62803,
seq_400_87,79800,643215,4131,62773,
seq_400_88,79800,699513,4136,63443,
seq_400_89,79800,651942,4141,63065,
seq_400_90,79800,1066745,4122,105297,
seq_400_91,79800,2281553,4113,131421,
seq_400_92,79800,945967,4081,175231,
seq_400_93,79800,614970,4145,62342,
seq_400_94,79800,602483,4139,62983,
seq_400_95,79800,5185293,4107,70604,
seq_400_96,79800,625651,4147,81453,
seq_400_97,79800,2090464,4108,94869,
seq_400_98,79800,712397,4110,63354,
seq_400_99,79800,659998,4169,63631,
seq_450_0,101025,805640,4766,72436,
seq_450_1,101025,825516,4820,74674,
seq_450_2,101025,2301531,4773,118675,
seq_450_3,101025,781451,4767,72105,
seq_450_4,101025,1160486,4758,71896,
seq_450_5,101025,1052591,4742,72488,
seq_450_6,101025,1158805,4792,149137,
seq_450_7,101025,1227019,4729,128384,
seq_450_8,101025,942930,4782,118478,
seq_450_9,101025,810065,4749,72056,
seq_450_10,101025,1221992,4762,137108,
seq_450_11,101025,1346026,4758,126860,
seq_450_12,101025,1170117,4802,72617,
seq_450_13,101025,774484,4758,71580,
seq_450_14,101025,929190,4790,72090,
seq_450_15,101025,2104313,4754,145716,
seq_450_16,101025,889911,4766,72549,
seq_450_17,101025,1401150,4805,172003,
seq_450_18,101025,1056956,4734,72128,
seq_450_19,101025,3285028,4766,125000,
seq_450_20,101025,14601573,4739,127907,
seq_450_21,101025,4068686,4752,189533,
seq_450_22,101025,2444422,4759,116370,
seq_450_23,101025,1331967,4775,115694,
seq_450_24,101025,10866796,4737,123434,
seq_450_25,101025,1635405,4730,126235,
seq_450_26,101025,1703432,4760,136120,
seq_450_27,101025,818824,4744,108117,
seq_450_28,101025,1150937,4748,115757,
seq_450_29,101025,1445487,4770,853406,
seq_450_30,101025,1292821,4793,145666,
seq_450_31,101025,1350114,4754,544374,
seq_450_32,101025,1282181,4751,117220,
seq_450_33,101025,1373077,4770,122190,
seq_450_34,101025,1752445,4730,234243,
seq_450_35,101025,1679098,4777,138158,
seq_450_36,101025,5172946,4761,161984,
seq_450_37,101025,1277063,4785,118996,
seq_450_38,101025,1322342,4749,123599,
seq_450_39,101025,1238852,4818,118651,
seq_450_40,101025,825672,4783,73663,
seq_450_41,101025,1319412,4758,134701,
seq_450_42,101025,1525636,4780,124204,
seq_450_43,101025,1190453,4748,143448,
seq_450_44,101025,1193938,4785,73268,
seq_450_45,101025,1886242,4722,123626,
seq_450_46,101025,1484294,4742,135546,
seq_450_47,101025,1429602,4766,245450,
seq_450_48,101025,2093670,4771,143378,
seq_450_49,101025,792613,4796,73292,
seq_450_50,101025,1052351,4742,73367,
seq_450_51,101025,803015,4736,71868,
seq_450_52,101025,748524,4740,71902,
seq_450_53,101025,1310893,4755,126628,
seq_450_54,101025,842744,4769,72811,
seq_450_55,101025,738541,4825,73341,
seq_450_56,101025,1504108,4786,120999,
seq_450_57,101025,917178,4772,75378,
seq_450_58,101025,1182512,4775,130699,
seq_450_59,101025,1378846,4766,76001,
seq_450_60,101025,798322,4773,133274,
seq_450_61,101025,875244,4779,71874,
seq_450_62,101025,1465204,4739,72478,
seq_450_63,101025,760356,4730,71846,
seq_450_64,101025,751048,4766,82236,
seq_450_65,101025,1290883,4782,394572,
seq_450_66,101025,847003,4765,72391,
seq_450_67,101025,814736,4822,72629,
seq_450_68,101025,2165925,4769,137444,
seq_450_69,101025,910299,4756,72515,
seq_450_70,101025,784308,4776,71906,
seq_450_71,101025,1439812,4753,72596,
seq_450_72,101025,1102308,4798,150628,
seq_450_73,101025,2173033,4760,196306,
seq_450_74,101025,849496,4744,75600,
seq_450_75,101025,798822,4760,72987,
seq_450_76,101025,760868,4762,71901,
seq_450_77,101025,1897681,4773,137196,
seq_450_78,101025,765803,4790,72564,
seq_450_79,101025,830032,4769,72075,
seq_450_80,101025,813896,4778,72251,
seq_450_81,101025,2453598,4784,126969,
seq_450_82,101025,783536,4774,72869,
seq_450_83,101025,759601,4799,72827,
seq_450_84,101025,751249,4767,71849,
seq_450_85,101025,1646883,4785,128145,
seq_450_86,101025,1032110,4753,76744,
seq_450_87,101025,775069,4769,83590,
seq_450_88,101025,829362,4750,72346,
seq_450_89,101025,1796362,4788,136373,
seq_450_90,101025,761800,4787,72773,
seq_450_91,101025,1274360,4782,126798,
seq_450_92,101025,1402062,4798,145080,
seq_450_93,101025,1295250,4770,127609,
seq_450_94,101025,1120647,4780,75536,
seq_450_95,101025,766324,4769,72128,
seq_450_96,101025,923833,4779,117685,
seq_450_97,101025,1530714,4781,118544,
seq_450_98,101025,766684,4778,72208,
seq_450_99,101025,844265,4795,80499,
seq_500_0,124750,1279683,5415,81542,
seq_500_1,124750,1659521,5439,133848,
seq_500_2,124750,1015706,5449,82479,
seq_500_3,124750,978252,5356,80004,
seq_500_4,124750,1633664,5407,427234,
seq_500_5,124750,1193551,5429,89391,
seq_500_6,124750,1011853,5402,81754,
seq_500_7,124750,906302,5418,81840,
seq_500_8,124750,2009987,5414,383843,
seq_500_9,124750,1191763,5398,82361,
seq_500_10,124750,1516658,5444,144697,
seq_500_11,124750,5813735,5424,179888,
seq_500_12,124750,2123636,5468,152841,
seq_500_13,124750,1201307,5430,82468,
seq_500_14,124750,3106584,5404,174589,
seq_500_15,124750,940247,5439,82164,
seq_500_16,124750,1011931,5404,81383,
seq_500_17,124750,1028151,5448,82519,
seq_500_18,124750,1088866,5426,81967,
seq_500_19,124750,949101,5390,81843,
seq_500_20,124750,1002925,5439,82337,
seq_500_21,124750,1203828,5421,81416,
seq_500_22,124750,1690373,5427,145015,
seq_500_23,124750,1379933,5383,89218,
seq_500_24,124750,965199,5437,81613,
seq_500_25,124750,1638143,5403,169836,
seq_500_26,124750,959514,5427,82484,
seq_500_27,124750,931729,5421,81083,
seq_500_28,124750,1530612,5421,90663,
seq_500_29,124750,5051630,5379,177984,
seq_500_30,124750,954711,5393,81859,
seq_500_31,124750,949614,5403,81930,
seq_500_32,124750,1269983,5452,81241,
seq_500_33,124750,1667908,5422,127505,
seq_500_34,124750,1319272,5445,203892,
seq_500_35,124750,1289709,5429,82245,
seq_500_36,124750,2590569,5456,134609,
seq_500_37,124750,1460867,5420,143387,
seq_500_38,124750,1847975,5380,778274,
seq_500_39,124750,918442,5412,95026,
seq_500_40,124750,925458,5408,81939,
seq_500_41,124750,1682469,5367,143848,
seq_500_42,124750,1356978,5448,82238,
seq_500_43,124750,2587497,5393,2439183,
seq_500_44,124750,1064110,5444,82192,
seq_500_45,124750,925258,5363,80257,
seq_500_46,124750,916180,5410,81213,
seq_500_47,124750,1853235,5420,150204,
seq_500_48,124750,976225,5427,81939,
seq_500_49,124750,933107,5406,80719,
seq_500_50,124750,4167317,5426,101945,
seq_500_51,124750,1012193,5429,82059,
seq_500_52,124750,1103481,5382,157289,
seq_500_53,124750,2567562,5475,89274,
seq_500_54,124750,1068393,5436,81848,
seq_500_55,124750,987325,5417,115000,
seq_500_56,124750,1592439,5421,90409,
seq_500_57,124750,1212263,5397,128036,
seq_500_58,124750,1001717,5395,142325,
seq_500_59,124750,954194,5483,83143,
seq_500_60,124750,1701702,5424,132713,
seq_500_61,124750,1085228,5417,100911,
seq_500_62,124750,1177835,5424,97369,
seq_500_63,124750,1738143,5383,131090,
seq_500_64,124750,1318180,5383,82295,
seq_500_65,124750,1588165,5464,203500,
seq_500_66,124750,965944,5404,85109,
seq_500_67,124750,956617,5462,82132,
seq_500_68,124750,2198160,5453,83549,
seq_500_69,124750,1164935,5384,81441,
seq_500_70,124750,1811891,5437,281222,
seq_500_71,124750,935326,5414,81853,
seq_500_72,124750,945043,5410,82203,
seq_500_73,124750,1920264,5419,95053,
seq_500_74,124750,952356,5416,82767,
seq_500_75,124750,3317312,5418,178612,
seq_500_76,124750,926869,5434,82677,
seq_500_77,124750,1079590,5371,80951,
seq_500_78,124750,1266276,5424,84030,
seq_500_79,124750,929896,5409,81747,
seq_500_80,124750,1092604,5444,82419,
seq_500_81,124750,1008978,5443,82035,
seq_500_82,124750,4945939,5446,141417,
seq_500_83,124750,1584256,5429,153976,
seq_500_84,124750,1294948,5381,87674,
seq_500_85,124750,995656,5419,83250,
seq_500_86,124750,1585036,5405,131323,
seq_500_87,124750,948652,5424,81894,
seq_500_88,124750,2998420,5449,171614,
seq_500_89,124750,1326655,5444,154383,
seq_500_90,124750,963464,5376,81937,
seq_500_91,124750,1573919,5422,82775,
seq_500_92,124750,942940,5449,81815,
seq_500_93,124750,985376,5440,116070,
seq_500_94,124750,1031503,5424,82055,
seq_500_95,124750,1018882,5418,82001,
seq_500_96,124750,1280285,5423,102394,
seq_500_97,124750,999238,5446,82897,
seq_500_98,124750,1598700,5406,120306,
seq_500_99,124750,945488,5434,82746,
seq_550_0,150975,2551889,6048,132530,
seq_550_1,150975,1083110,6031,87418,
seq_550_2,150975,1812723,6031,86865,
seq_550_3,150975,1141879,6010,86633,
seq_550_4,150975,4281438,6071,214312,
seq_550_5,150975,1510499,6016,113768,
seq_550_6,150975,1124912,6077,90998,
seq_550_7,150975,1580675,6056,98385,
seq_550_8,150975,1139261,6016,91735,
seq_550_9,150975,2247729,6077,158978,
seq_550_10,150975,1183938,6072,248939,
seq_550_11,150975,1433806,6056,101361,
seq_550_12,150975,1145243,6083,95582,
seq_550_13,150975,1178228,6059,104460,
seq_550_14,150975,1210872,6042,91760,
seq_550_15,150975,1979535,6090,92125,
seq_550_16,150975,1221809,6096,91378,
seq_550_17,150975,5817040,6042,288665,
seq_550_18,150975,1146828,6110,92294,
seq_550_19,150975,2047520,6053,209388,
seq_550_20,150975,1413978,6069,91786,
seq_550_21,150975,1109833,6037,90465,
seq_550_22,150975,2233877,6040,166326,
seq_550_23,150975,1127650,6008,91085,
seq_550_24,150975,3162862,6087,227666,
seq_550_25,150975,1221735,6074,94288,
seq_550_26,150975,1210923,6105,91705,
seq_550_27,150975,1812814,6072,94143,
seq_550_28,150975,2837824,6040,186341,
seq_550_29,150975,1949718,6054,168473,
seq_550_30,150975,1852531,6111,171850,
seq_550_31,150975,1294573,6081,93216,
seq_550_32,150975,3292758,6080,160314,
seq_550_33,150975,1813776,6051,144894,
seq_550_34,150975,1154127,6077,93608,
seq_550_35,150975,1618920,6091,197338,
seq_550_36,150975,2006832,6072,92272,
seq_550_37,150975,1520987,6076,165856,
seq_550_38,150975,1144053,6069,92547,
seq_550_39,150975,1125352,5999,91131,
seq_550_40,150975,1808987,6067,92581,
seq_550_41,150975,1320133,6098,104036,
seq_550_42,150975,2232965,6063,160668,
seq_550_43,150975,1245750,6051,92181,
seq_550_44,150975,1184894,6038,91880,
seq_550_45,150975,1156897,6091,96477,
seq_550_46,150975,1443973,6057,91722,
seq_550_47,150975,1877715,6055,159921,
seq_550_48,150975,1197846,6047,111264,
seq_550_49,150975,2367192,6072,128938,
seq_550_50,150975,1132291,6087,91731,
seq_550_51,150975,1901708,6050,470685,
seq_550_52,150975,1366535,6125,91896,
seq_550_53,150975,1888505,6095,156669,
seq_550_54,150975,1841887,6078,147218,
seq_550_55,150975,5532003,6093,159864,
seq_550_56,150975,1198298,6074,92301,
seq_550_57,150975,1557436,6076,145158,
seq_550_58,150975,1371189,6069,96626,
seq_550_59,150975,1186660,6085,91880,
seq_550_60,150975,1817369,6080,158593,
seq_550_61,150975,1197564,6052,91031,
seq_550_62,150975,1168591,6045,163625,
seq_550_63,150975,1222001,6069,92118,
seq_550_64,150975,1747609,6059,98595,
seq_550_65,150975,1152835,6074,99326,
seq_550_66,150975,2434050,6049,151747,
seq_550_67,150975,1388053,6055,92566,
seq_550_68,150975,1211015,6094,91533,
seq_550_69,150975,1900377,6047,111429,
seq_550_70,150975,5635972,6068,143932,
seq_550_71,150975,1968622,6047,157611,
seq_550_72,150975,1167843,6020,91883,
seq_550_73,150975,1189094,6052,91274,
seq_550_74,150975,1147493,6070,91937,
seq_550_75,150975,1203451,6071,91163,
seq_550_76,150975,2100540,6055,159722,
seq_550_77,150975,1146769,6018,91748,
seq_550_78,150975,1634728,6057,154228,
seq_550_79,150975,1184752,6035,97887,
seq_550_80,150975,1924851,6058,205192,
seq_550_81,150975,1298040,6076,92152,
seq_550_82,150975,13572875,6095,148839,
seq_550_83,150975,1705709,6023,143831,
seq_550_84,150975,1101785,6032,92595,
seq_550_85,150975,2022319,6054,148992,
seq_550_86,150975,1817508,6087,153846,
seq_550_87,150975,1887469,6111,94038,
seq_550_88,150975,1935304,6062,148939,
seq_550_89,150975,1242522,6042,442712,
seq_550_90,150975,1825317,6047,157297,
seq_550_91,150975,2342796,6083,163518,
seq_550_92,150975,1730923,6083,148560,
seq_550_93,150975,1846208,6040,150717,
seq_550_94,150975,1788413,6071,92138,
seq_550_95,150975,8066391,6075,145947,
seq_550_96,150975,1783258,6069,144213,
seq_550_97,150975,1754288,6070,147852,
seq_550_98,150975,1746464,6092,92409,
seq_550_99,150975,4018425,6080,152106,
seq_600_0,179700,1542481,6754,101783,
seq_600_1,179700,4583315,6717,169749,
seq_600_2,179700,1283558,6712,132477,
seq_600_3,179700,1648450,6722,102808,
seq_600_4,179700,3334934,6734,103043,
seq_600_5,179700,1357412,6678,101610,
seq_600_6,179700,4744084,6711,164993,
seq_600_7,179700,1467102,6725,101463,
seq_600_8,179700,1543633,6735,103425,
seq_600_9,179700,9579744,6746,185289,
seq_600_10,179700,1420597,6723,109985,
seq_600_11,179700,1507644,6760,103090,
seq_600_12,179700,1449598,6723,101532,
seq_600_13,179700,2163244,6675,173389,
seq_600_14,179700,7473133,6763,214578,
seq_600_15,179700,4331546,6714,106864,
seq_600_16,179700,13806911,6685,299704,
seq_600_17,179700,14933915,6733,146084,
seq_600_18,179700,2152449,6685,161634,
seq_600_19,179700,1316343,6741,102609,
seq_600_20,179700,4068159,6701,176584,
seq_600_21,179700,2060248,6730,423444,
seq_600_22,179700,2163720,6717,103159,
seq_600_23,179700,2627213,6739,262020,
seq_600_24,179700,34697946,6688,167568,
seq_600_25,179700,2204107,6690,162880,
seq_600_26,179700,2128746,6752,102605,
seq_600_27,179700,2132520,6701,163920,
seq_600_28,179700,2148780,6705,161430,
seq_600_29,179700,5517334,6735,166768,
seq_600_30,179700,2108936,6699,164979,
seq_600_31,179700,2799726,6750,103626,
seq_600_32,179700,5416360,6707,190014,
seq_600_33,179700,5463458,6749,158682,
seq_600_34,179700,2239702,6754,167168,
seq_600_35,179700,2045461,6745,160464,
seq_600_36,179700,2350870,6693,160565,
seq_600_37,179700,2318031,6754,1236985,
seq_600_38,179700,2839196,6731,167641,
seq_600_39,179700,3150600,6735,160106,
seq_600_40,179700,2406134,6731,426457,
seq_600_41,179700,1302091,6722,101630,
seq_600_42,179700,2418974,6687,176383,
seq_600_43,179700,1490668,6781,102133,
seq_600_44,179700,1581174,6744,102797,
seq_600_45,179700,2303038,6721,168300,
seq_600_46,179700,3187508,6744,26212629,
seq_600_47,179700,2706411,6760,178482,
seq_600_48,179700,2392081,6735,178006,
seq_600_49,179700,1436363,6732,137206,
seq_600_50,179700,1222850,6715,91952,
seq_600_51,179700,1236178,6738,89478,
seq_600_52,179700,1774661,6731,101298,
seq_600_53,179700,1206581,6712,89019,
seq_600_54,179700,1754083,6755,441310,
seq_600_55,179700,1700110,6715,105755,
seq_600_56,179700,1263737,6713,637563,
seq_600_57,179700,1248506,6731,89039,
seq_600_58,179700,1374945,6689,101500,
seq_600_59,179700,2062461,6721,101786,
seq_600_60,179700,1513022,6731,122136,
seq_600_61,179700,1915723,6711,102469,
seq_600_62,179700,1351142,6736,105374,
seq_600_63,179700,1412586,6675,101736,
seq_600_64,179700,2292223,6728,105667,
seq_600_65,179700,1248593,6697,88145,
seq_600_66,179700,1977433,6740,104235,
seq_600_67,179700,1535056,6697,98188,
seq_600_68,179700,2553889,6757,222293,
seq_600_69,179700,1654603,6679,104036,
seq_600_70,179700,1442717,6730,123459,
seq_600_71,179700,1435100,6680,91732,
seq_600_72,179700,1261823,6684,94158,
seq_600_73,179700,1979907,6731,102321,
seq_600_74,179700,1242760,6751,89496,
seq_600_75,179700,1466772,6729,137655,
seq_600_76,179700,1269934,6768,89837,
seq_600_77,179700,1221516,6723,89269,
seq_600_78,179700,2848984,6746,199475,
seq_600_79,179700,1538051,6751,107604,
seq_600_80,179700,1304217,6739,101465,
seq_600_81,179700,1230538,6754,89665,
seq_600_82,179700,1334903,6746,111864,
seq_600_83,179700,1842454,6715,242638,
seq_600_84,179700,1501715,6658,101817,
seq_600_85,179700,1241752,6685,89071,
seq_600_86,179700,1336638,6708,90166,
seq_600_87,179700,1360151,6758,114434,
seq_600_88,179700,2977404,6681,239608,
seq_600_89,179700,1290729,6704,98180,
seq_600_90,179700,1438208,6675,119560,
seq_600_91,179700,1393174,6743,89716,
seq_600_92,179700,1482051,6668,109751,
seq_600_93,179700,1916324,6697,102246,
seq_600_94,179700,1360647,6707,101921,
seq_600_95,179700,1378496,6729,108626,
seq_600_96,179700,1600825,6769,89731,
seq_600_97,179700,1558608,6694,92271,
seq_600_98,179700,1901953,6676,118276,
seq_600_99,179700,1240170,6736,88959,
seq_650_0,210925,1622044,7400,111215,
seq_650_1,210925,5702243,7383,111994,
seq_650_2,210925,1480566,7360,103797,
seq_650_3,210925,1747927,7360,111656,
seq_650_4,210925,1667239,7330,97340,
seq_650_5,210925,1571143,7403,108715,
seq_650_6,210925,1946615,7344,104318,
seq_650_7,210925,1740713,7352,98133,
seq_650_8,210925,2238665,7387,97773,
seq_650_9,210925,1656826,7343,110889,
seq_650_10,210925,2796408,7397,120257,
seq_650_11,210925,2124862,7353,156428,
seq_650_12,210925,2447503,7334,111140,
seq_650_13,210925,1428917,7338,107345,
seq_650_14,210925,1704466,7409,98142,
seq_650_15,210925,1500885,7446,99022,
seq_650_16,210925,1598961,7366,98075,
seq_650_17,210925,1972746,7423,231410,
seq_650_18,210925,1545607,7373,97957,
seq_650_19,210925,2538234,7371,126465,
seq_650_20,210925,1684076,7383,143436,
seq_650_21,210925,1539835,7396,177233,
seq_650_22,210925,1419757,7387,100922,
seq_650_23,210925,1634302,7394,117076,
seq_650_24,210925,1744795,7377,97463,
seq_650_25,210925,1580152,7352,97355,
seq_650_26,210925,2396292,7410,109521,
seq_650_27,210925,1562272,7382,119650,
seq_650_28,210925,2811985,7390,113526,
seq_650_29,210925,1748461,7384,97475,
seq_650_30,210925,2489044,7387,236812,
seq_650_31,210925,1798623,7370,132747,
seq_650_32,210925,1398603,7383,165929,
seq_650_33,210925,1843714,7337,104476,
seq_650_34,210925,1505220,7420,98382,
seq_650_35,210925,1506699,7383,98148,
seq_650_36,210925,1432659,7443,98628,
seq_650_37,210925,2970585,7384,200194,
seq_650_38,210925,1856872,7364,118161,
seq_650_39,210925,2896060,7370,179420,
seq_650_40,210925,1951494,7417,120881,
seq_650_41,210925,2175341,7412,265069,
seq_650_42,210925,1648063,7372,115260,
seq_650_43,210925,1465801,7375,97726,
seq_650_44,210925,1557937,7395,106533,
seq_650_45,210925,1711347,7408,115996,
seq_650_46,210925,1540722,7438,98214,
seq_650_47,210925,1645596,7420,128129,
seq_650_48,210925,1808782,7345,98440,
seq_650_49,210925,1398725,7399,97301,
seq_650_50,210925,3389274,7373,457139,
seq_650_51,210925,2155373,7401,98256,
seq_650_52,210925,6834998,7363,147233,
seq_650_53,210925,2358748,7414,123575,
seq_650_54,210925,1730242,7372,250637,
seq_650_55,210925,1619286,7384,97966,
seq_650_56,210925,1448598,7381,97986,
seq_650_57,210925,2009488,7399,124798,
seq_650_58,210925,1659809,7405,111508,
seq_650_59,210925,6991989,7379,195330,
seq_650_60,210925,1656092,7399,182907,
seq_650_61,210925,1692913,7397,109039,
seq_650_62,210925,1586798,7418,223705,
seq_650_63,210925,1589451,7396,98165,
seq_650_64,210925,1890431,7403,127096,
seq_650_65,210925,1642490,7407,126197,
seq_650_66,210925,1418978,7409,98514,
seq_650_67,210925,3738787,7440,114903,
seq_650_68,210925,1818334,7429,97505,
seq_650_69,210925,1793803,7411,100346,
seq_650_70,210925,1566348,7430,98387,
seq_650_71,210925,2207827,7418,113802,
seq_650_72,210925,1436207,7416,98341,
seq_650_73,210925,2233968,7393,178219,
seq_650_74,210925,1471496,7396,101681,
seq_650_75,210925,1427189,7379,98189,
seq_650_76,210925,1481651,7385,107980,
seq_650_77,210925,1472137,7401,97635,
seq_650_78,210925,2345503,7355,192587,
seq_650_79,210925,1573914,7423,97884,
seq_650_80,210925,2525694,7403,113287,
seq_650_81,210925,1972224,7405,98719,
seq_650_82,210925,2209449,7369,168359,
seq_650_83,210925,1416263,7395,98433,
seq_650_84,210925,1621255,7412,109080,
seq_650_85,210925,1752618,7435,99254,
seq_650_86,210925,1703130,7408,97825,
seq_650_87,210925,2776125,7403,189075,
seq_650_88,210925,1529849,7434,124408,
seq_650_89,210925,1414764,7415,115375,
seq_650_90,210925,1603333,7405,99465,
seq_650_91,210925,1404306,7348,97721,
seq_650_92,210925,1820882,7382,112199,
seq_650_93,210925,1657079,7414,132804,
seq_650_94,210925,1962805,7425,202575,
seq_650_95,210925,2046960,7432,104245,
seq_650_96,210925,1466180,7373,277085,
seq_650_97,210925,1448772,7425,94578,
seq_650_98,210925,1504957,7406,185236,
seq_650_99,210925,1448414,7465,97663,
seq_700_0,244650,1839660,8064,120481,
seq_700_1,244650,1790467,8058,113700,
seq_700_2,244650,2193776,8123,185796,
seq_700_3,244650,1782648,8120,107158,
seq_700_4,244650,1907206,8069,121744,
seq_700_5,244650,2197996,8075,137072,
seq_700_6,244650,1729228,8092,106878,
seq_700_7,244650,1675521,8093,106564,
seq_700_8,244650,1792652,8055,106258,
seq_700_9,244650,3161161,8100,218184,
seq_700_10,244650,3143494,8072,210480,
seq_700_11,244650,3027740,8049,125011,
seq_700_12,244650,2449041,8045,120624,
seq_700_13,244650,1950855,8100,121815,
seq_700_14,244650,4191156,8027,147799,
seq_700_15,244650,2447650,8068,105609,
seq_700_16,244650,2452839,8066,137468,
seq_700_17,244650,1914338,8072,106081,
seq_700_18,244650,1988971,8064,1671991,
seq_700_19,244650,1643936,8064,105888,
seq_700_20,244650,1785375,8054,116247,
seq_700_21,244650,1860350,8071,122625,
seq_700_22,244650,1704230,8023,106454,
seq_700_23,244650,2180170,8055,106750,
seq_700_24,244650,1960329,8077,121568,
seq_700_25,244650,1911000,8105,122443,
seq_700_26,244650,4577268,8124,194070,
seq_700_27,244650,1651180,8037,106198,
seq_700_28,244650,3491117,8078,122341,
seq_700_29,244650,1843087,8069,106491,
seq_700_30,244650,1843493,8079,122085,
seq_700_31,244650,1894871,8096,123856,
seq_700_32,244650,1729997,8073,112601,
seq_700_33,244650,1902253,8103,122255,
seq_700_34,244650,1670670,8059,162204,
seq_700_35,244650,2133206,8089,107073,
seq_700_36,244650,1774304,8055,106127,
seq_700_37,244650,2486497,8054,106414,
seq_700_38,244650,1843164,8073,121149,
seq_700_39,244650,2560019,8080,173736,
seq_700_40,244650,1668696,8101,121024,
seq_700_41,244650,2230990,8043,206790,
seq_700_42,244650,2359807,8108,113228,
seq_700_43,244650,1989617,8078,123181,
seq_700_44,244650,1990589,8036,106601,
seq_700_45,244650,1720018,8082,129105,
seq_700_46,244650,2580282,8083,115049,
seq_700_47,244650,1801494,8101,195475,
seq_700_48,244650,1786683,8072,106992,
seq_700_49,244650,2394657,8090,211569,
seq_700_50,244650,2651630,8091,481218,
seq_700_51,244650,1715249,8047,295614,
seq_700_52,244650,1946553,8076,105963,
seq_700_53,244650,2467177,8088,137742,
seq_700_54,244650,1708654,8063,106823,
seq_700_55,244650,1671683,8040,106212,
seq_700_56,244650,5241240,8057,438671,
seq_700_57,244650,1770938,8074,120956,
seq_700_58,244650,2432330,8090,211835,
seq_700_59,244650,3273285,8078,206396,
seq_700_60,244650,3718583,8090,149500,
seq_700_61,244650,2314535,8052,219503,
seq_700_62,244650,3035781,8060,188023,
seq_700_63,244650,4704308,8062,191810,
seq_700_64,244650,2788046,8030,220465,
seq_700_65,244650,2035770,8033,106166,
seq_700_66,244650,2123772,8054,107544,
seq_700_67,244650,3245028,8082,219649,
seq_700_68,244650,2296073,8086,116808,
seq_700_69,244650,2027128,8048,105222,
seq_700_70,244650,2926876,8082,240683,
seq_700_71,244650,2189173,8075,125714,
seq_700_72,244650,2385507,8075,140391,
